Thu Nov 07 14:36:18 2013

Number of Points = 2023
Depth (nm)	Load (µN)	Time (s)
-6.291480	-0.151133	0.000000
-8.372394	0.044970	0.016667
-8.688432	0.351237	0.033333
-6.757495	-0.353036	0.050000
-7.875853	0.057790	0.066667
-7.068340	-0.235657	0.083333
-7.063147	-0.424551	0.100000
-7.539675	-0.059589	0.116667
-6.732162	-0.353036	0.133333
-8.171499	0.175169	0.150000
-8.166685	0.553121	0.166667
-6.877705	0.083618	0.183333
-7.193617	0.200994	0.200000
-5.904636	-0.268509	0.216667
-6.381037	-0.092446	0.233333
-6.215355	-0.340148	0.250000
-6.370904	-0.092446	0.266667
-7.649752	0.377058	0.283333
-6.842365	0.272688	0.300000
-6.355831	0.096626	0.316667
-6.190275	0.037939	0.333333
-5.222273	-0.314183	0.350000
-6.019653	-0.020748	0.366667
-5.693608	-0.138122	0.383333
-6.009520	-0.020748	0.400000
-6.486048	0.344443	0.416667
-5.999513	0.168384	0.433333
-5.673468	0.051011	0.450000
-5.668528	0.240202	0.466667
-5.021505	0.005460	0.483333
-6.300352	0.474945	0.500000
-4.851009	0.136027	0.516667
-5.808878	0.488137	0.533333
-5.001365	0.194712	0.550000
-4.835809	0.136027	0.566667
-5.151721	0.253397	0.583333
-4.825803	0.325339	0.600000
-4.820736	0.325339	0.616667
-5.297138	0.501391	0.633333
-4.168773	0.279975	0.650000
-4.805664	0.514708	0.666667
-3.998151	0.221291	0.683333
-4.313936	0.149286	0.700000
-4.308996	0.338658	0.716667
-4.303930	0.338658	0.733333
-4.780331	0.514708	0.750000
-4.614902	0.645454	0.766667
-4.128368	0.469406	0.783333
-4.123428	0.658895	0.800000
-3.476404	0.424167	0.816667
-3.471465	0.613718	0.833333
-3.466271	0.424167	0.850000
-3.942672	0.600213	0.866667
-4.258711	0.907123	0.883333
-3.611688	0.672399	0.900000
-3.606748	0.862007	0.916667
-3.601682	0.862007	0.933333
-2.954658	0.627285	0.950000
-3.270570	0.744646	0.966667
-2.784036	0.568605	0.983333
-2.778969	0.568605	1.000000
-3.255497	0.934313	1.016667
-2.768963	0.758274	1.033333
-3.245364	0.934313	1.050000
-2.758957	0.948002	1.066667
-2.593401	0.889324	1.083333
-2.427845	0.830645	1.100000
-2.101927	0.903076	1.116667
-2.257350	0.961754	1.133333
-2.091794	0.903076	1.150000
-2.247217	0.961754	1.166667
-2.402767	1.210278	1.183333
-2.076722	1.092924	1.200000
-2.071655	1.092924	1.216667
-1.745737	1.165476	1.233333
-1.259203	0.989446	1.250000
-1.575115	1.106799	1.266667
-1.570048	1.106799	1.283333
-1.885960	1.224153	1.300000
-2.041510	1.472793	1.316667
-1.554976	1.296766	1.333333
-1.710526	1.545465	1.350000
-1.063502	1.310765	1.366667
-0.737457	1.193414	1.383333
-0.892880	1.252089	1.400000
-0.727451	1.383501	1.416667
-1.364342	1.618199	1.433333
-1.519892	1.867014	1.450000
-1.033358	1.690993	1.466667
-0.867929	1.822521	1.483333
-0.220906	1.587830	1.500000
-0.055350	1.529157	1.516667
0.110206	1.470484	1.533333
-0.366195	1.646503	1.550000
-0.521745	1.895438	1.566667
-0.356189	1.836765	1.583333
-0.511740	2.085758	1.600000

-0.025205	1.909743	1.616667
0.300840	1.792401	1.633333
0.305906	1.792401	1.650000
0.310845	1.982783	1.666667
0.315912	1.982783	1.683333
0.000000	2.100124	1.700000
0.646768	2.246384	1.716667
0.811813	2.950301	1.733333
2.100282	3.244514	1.750000
2.746665	3.965614	1.766667
3.553408	4.821167	1.783333
5.001978	5.636295	1.800000
5.808589	6.688950	1.816667
7.096537	7.761515	1.833333
8.705460	8.720640	1.850000
10.314511	9.489749	1.866667
11.763200	10.126219	1.883333
12.890780	11.076682	1.900000
13.857868	12.088687	1.916667
15.145932	12.986399	1.933333
16.433864	14.082929	1.950000
17.882413	14.928343	1.966667
19.491450	15.718119	1.983333
20.779639	16.430907	2.000000
22.228315	17.087286	2.016667
23.195522	17.921575	2.033333
24.483573	18.839064	2.050000
25.450778	19.678024	2.066667
26.738692	20.799990	2.083333
28.187360	21.468314	2.100000
29.314915	22.455706	2.116667
31.084424	23.211857	2.133333
32.372733	23.745424	2.150000
33.500551	24.339048	2.166667
34.467744	25.193869	2.183333
35.755780	26.135358	2.200000
37.043813	27.079792	2.216667
38.171355	28.085687	2.233333
39.619874	28.977499	2.250000
41.229152	29.407371	2.266667
42.356825	30.217749	2.283333
43.323871	31.292665	2.300000
44.612030	32.049237	2.316667
45.900188	32.807984	2.333333
47.027718	33.832392	2.350000
48.155108	35.065213	2.366667
49.443122	36.037440	2.383333
50.891624	36.954155	2.400000
52.500890	37.401986	2.416667
53.789038	38.175226	2.433333
55.077324	38.743325	2.450000
56.044630	39.429836	2.466667
57.011656	40.533737	2.483333
58.299659	41.523698	2.500000
59.587660	42.516609	2.516667
61.036148	43.454049	2.533333
62.484774	44.184820	2.550000
63.612421	45.034603	2.566667
64.739925	46.096899	2.583333
66.028058	46.892976	2.600000
67.155559	47.960743	2.616667
68.443405	49.184648	2.633333
69.571044	50.046714	2.650000
71.019516	51.006553	2.666667
72.147152	51.873326	2.683333
73.595621	52.838665	2.700000
74.883742	53.651784	2.716667
76.171862	54.467085	2.733333
77.138859	55.615529	2.750000
78.587321	56.591868	2.766667
79.714803	57.687852	2.783333
81.002772	58.728445	2.800000
82.130249	59.830320	2.816667
83.257580	61.151530	2.833333
84.545543	62.201391	2.850000
85.833358	63.471490	2.866667
86.960682	64.803734	2.883333
88.408981	66.023221	2.900000
89.696935	67.086153	2.916667
90.824251	68.429441	2.933333
91.951417	69.996211	2.950000
93.078728	71.347637	2.966667
94.366377	72.865292	2.983333
95.332749	74.946849	3.000000
96.780731	76.638914	3.016667
98.068220	78.395207	3.033333
99.355706	80.157478	3.050000
100.482848	81.760278	3.066667
101.609686	83.816372	3.083333
102.897009	85.821471	3.100000
104.184478	87.608237	3.116667
105.632432	89.342806	3.133333
106.759404	91.199715	3.150000
108.207502	92.718996	3.166667
109.173977	94.645415	3.183333
110.621916	96.403351	3.200000
111.748872	98.283559	3.216667
113.036159	100.341242	3.233333
114.323596	102.175868	3.250000
115.450386	104.305461	3.266667
117.058637	106.267974	3.283333
118.025394	107.773752	3.300000
119.312659	109.864966	3.316667
120.760564	111.672040	3.333333
121.887488	113.601243	3.350000
123.174896	115.478365	3.366667
124.301812	117.419519	3.383333
125.749701	119.250580	3.400000
126.876609	121.203697	3.416667
128.164001	123.104774	3.433333
129.451389	125.011842	3.450000
130.899422	126.628932	3.466667
131.865985	128.424873	3.483333
133.153202	130.587826	3.500000
134.440574	132.518267	3.516667
135.727943	134.454703	3.533333
137.015308	136.397134	3.550000
138.463319	138.046154	3.566667
139.590349	139.815928	3.583333
140.877703	141.775164	3.600000
142.165540	143.011198	3.616667
143.292398	145.038561	3.633333
144.579904	146.769872	3.650000
145.706919	148.563946	3.666667
146.994418	150.304995	3.683333
148.442238	152.238780	3.700000
149.569407	153.801715	3.716667
150.535589	156.166756	3.733333
151.983232	158.365471	3.750000
153.110225	160.190855	3.766667
154.557692	162.651534	3.783333
156.326800	164.007707	3.800000
157.293628	165.407123	3.816667
158.581265	166.944008	3.833333
159.708242	168.793209	3.850000
160.835216	170.647272	3.866667
162.283164	172.390649	3.883333
163.089154	174.369981	3.900000
164.697414	176.318212	3.916667
166.145522	177.823404	3.933333
