Mon Mar 25 16:09:55 2019


Number of Points = 17429

Depth (nm)	Load (µN)	Time (s)
-1.370622	0.923958	0.000000
-1.367507	0.744220	0.016667
-1.525570	0.744191	0.033333
-1.683678	0.803955	0.050000
-1.358568	0.744220	0.066667
-1.516721	0.863837	0.083333
-1.352699	0.863986	0.100000
-1.510806	0.923749	0.116667
-1.507917	1.043752	0.133333
-1.505027	1.163992	0.150000
-1.018830	1.044914	0.166667
-1.499113	1.224201	0.183333
-1.174049	1.225273	0.200000
-1.171114	1.285660	0.216667
-1.168271	1.467179	0.233333
-1.165337	1.527804	0.250000
-0.840273	1.529711	0.266667
-0.837385	1.651377	0.283333
-0.673363	1.652540	0.300000
-0.670429	1.713521	0.316667
-0.506408	1.714803	0.333333
-0.503566	1.898283	0.350000
-0.339545	1.899803	0.366667
-0.497698	2.020900	0.383333
-0.333723	2.083996	0.400000
-0.330836	2.207088	0.416667
-0.166861	2.270660	0.433333
0.158247	2.212902	0.450000
0.000000	2.458276	0.466667
-0.157876	2.208966	0.483333
0.006006	2.396344	0.500000
0.008939	2.458276	0.516667
0.173006	2.398521	0.533333
0.175939	2.460512	0.550000
0.017739	2.644429	0.566667
0.342847	2.587089	0.583333
0.345780	2.649318	0.600000
0.348666	2.773955	0.616667
0.351552	2.898829	0.633333
0.676660	2.841849	0.650000
0.679592	2.904435	0.666667
0.843565	2.970032	0.683333
0.846451	3.095620	0.700000
1.010376	3.224695	0.716667
0.691039	3.533558	0.733333
1.338321	3.357795	0.750000
1.341254	3.421094	0.766667
1.505226	3.488120	0.783333
1.508158	3.551597	0.800000
1.672177	3.555385	0.816667
1.513926	3.806100	0.833333
2.000120	3.690629	0.850000
1.680877	3.873960	0.866667
2.005840	4.010394	0.883333
2.169907	3.950647	0.900000
2.172791	4.078968	0.916667
2.175674	4.207527	0.933333
2.500732	4.216832	0.950000
2.503663	4.281320	0.966667
2.828721	4.290984	0.983333
2.670613	4.350729	1.000000
2.834486	4.550005	1.016667
2.998553	4.490261	1.033333
2.840250	4.809976	1.050000
3.326444	4.695888	1.066667
3.168287	4.820832	1.083333
3.493344	4.831928	1.100000
3.496274	4.897308	1.116667
3.660292	4.903005	1.133333
3.502135	5.028245	1.150000
3.666104	5.099678	1.166667
3.830073	5.171350	1.183333
3.671916	5.296886	1.200000
3.835785	5.500922	1.216667
3.999753	5.573427	1.233333
4.324808	5.586432	1.250000
4.488875	5.526694	1.266667
4.330668	5.719152	1.283333
4.977948	5.546651	1.300000
4.819890	5.539939	1.316667
4.822820	5.606389	1.333333
4.825749	5.672898	1.350000
4.989717	5.746358	1.366667
4.992646	5.813045	1.383333
5.317751	5.760320	1.400000
5.320680	5.827126	1.416667
5.484647	5.901182	1.433333
5.326489	6.027903	1.450000
5.651543	6.042581	1.466667
5.654473	6.109744	1.483333
5.496264	6.303984	1.500000
6.143442	6.267252	1.516667
5.824196	6.454239	1.533333
5.988212	6.462085	1.550000
6.152178	6.537689	1.566667
6.477332	6.418225	1.583333
6.319174	6.545715	1.600000
6.644278	6.494069	1.616667
6.647206	6.561946	1.633333
6.650135	6.629883	1.650000
6.653013	6.765934	1.666667
6.816927	6.910726	1.683333
6.980994	6.850996	1.700000
6.983820	7.056054	1.716667
7.308923	7.005067	1.733333
7.472939	7.013869	1.750000
7.314779	7.142189	1.766667
7.639882	7.091382	1.783333
7.320636	7.279548	1.800000
7.967862	7.178234	1.816667
7.809754	7.237962	1.833333
7.812631	7.375798	1.850000
8.137733	7.325351	1.866667
8.140713	7.325351	1.883333
8.304677	7.403818	1.900000
8.468744	7.344091	1.916667
8.471671	7.413277	1.933333
8.313460	7.611553	1.950000
8.638562	7.561466	1.966667
8.802525	7.640648	1.983333
8.805505	7.640648	2.000000
8.969520	7.650466	2.016667
8.972447	7.720069	2.033333
9.136410	7.799727	2.050000
9.139337	7.869508	2.066667
9.303352	7.879625	2.083333
9.306227	8.019483	2.100000
9.309049	8.229717	2.116667
