Mon Mar 25 16:18:10 2019


Number of Points = 17432

Depth (nm)	Load (µN)	Time (s)
-1.212324	-0.111585	0.000000
-1.853757	-0.044201	0.016667
-1.528709	-0.277924	0.033333
-1.848096	-0.158376	0.050000
-1.845308	-0.158376	0.066667
-2.003694	0.015573	0.083333
-1.839861	0.012976	0.100000
-1.837159	0.127507	0.116667
-1.673241	0.010438	0.133333
-1.992757	0.302048	0.150000
-1.828925	0.299748	0.166667
-1.665136	0.355101	0.183333
-1.501347	0.410692	0.200000
-1.659734	0.586063	0.216667
-1.495858	0.526292	0.233333
-1.654245	0.701900	0.250000
-1.329369	0.698434	0.266667
-1.326712	0.872992	0.283333
-1.001749	0.753453	0.300000
-0.999005	0.811758	0.316667
-1.157393	0.988316	0.333333
-0.993605	1.045572	0.350000
-0.990949	1.221556	0.366667
-0.988250	1.339175	0.383333
-0.663375	1.337498	0.400000
-0.821763	1.515359	0.416667
-0.819064	1.633690	0.433333
-0.333059	1.513648	0.450000
-0.330360	1.632337	0.466667
-0.166574	1.691498	0.483333
-0.163831	1.751051	0.500000
0.000000	1.750898	0.516667
0.002743	1.810569	0.533333
0.166484	1.930176	0.550000
-0.152993	2.169580	0.566667
0.332967	2.110405	0.583333
0.335755	2.110405	0.600000
0.338407	2.291023	0.616667
0.663325	2.231824	0.633333
0.666067	2.292208	0.650000
0.668764	2.413155	0.666667
0.671416	2.595020	0.683333
0.835200	2.656801	0.700000
1.160071	2.659060	0.716667
1.001634	2.901932	0.733333
1.326597	2.782414	0.750000
1.490380	2.845029	0.766667
1.331989	3.027398	0.783333
1.495772	3.090488	0.800000
1.659555	3.153816	0.816667
1.984425	3.157626	0.833333
1.664992	3.338890	0.850000
2.150949	3.283302	0.866667
1.831469	3.526731	0.883333
2.156339	3.531376	0.900000
2.481208	3.536260	0.916667
2.322862	3.658300	0.933333
2.647778	3.601137	0.950000
2.489385	3.785760	0.966667
2.653119	3.913755	0.983333
2.816947	3.916704	1.000000
3.141863	3.859960	1.016667
3.305738	3.800208	1.033333
3.308479	3.863029	1.050000
3.311267	3.863029	1.066667
3.314007	3.925910	1.083333
3.477836	3.929098	1.100000
3.480481	4.118275	1.116667
3.322040	4.367736	1.133333
3.807995	4.315257	1.150000
3.810782	4.315257	1.166667
3.974562	4.382516	1.183333
3.977255	4.509763	1.200000
4.141082	4.513727	1.216667
4.304862	4.581582	1.233333
4.468737	4.521834	1.250000
4.471429	4.649676	1.266667
4.796440	4.466229	1.283333
4.637996	4.718008	1.300000
4.963007	4.534443	1.316667
4.643572	4.718008	1.333333
5.129478	4.731333	1.350000
4.971081	4.919754	1.366667
5.295947	4.929174	1.383333
5.298735	4.929174	1.400000
5.462562	4.933974	1.416667
5.143078	5.182733	1.433333
5.628983	5.197848	1.450000
5.470634	5.322493	1.466667
5.956636	5.208223	1.483333
6.120560	5.083518	1.500000
6.123347	5.083518	1.516667
5.965048	5.143262	1.533333
6.128777	5.278582	1.550000
6.131418	5.474180	1.566667
6.456332	5.420013	1.583333
6.136945	5.539498	1.600000
6.300673	5.676067	1.616667
6.625488	5.753430	1.633333
6.789264	5.825218	1.650000
6.792052	5.825218	1.666667
7.116916	5.837504	1.683333
7.119704	5.837504	1.700000
7.122393	5.969508	1.716667
7.447405	5.783997	1.733333
7.450143	5.850030	1.750000
7.613969	5.856382	1.766667
7.133395	6.167960	1.783333
7.780433	6.061605	1.800000
